Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
025,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
026,1707,85,18,9,1,18.0,9.0,1707.0,86.0,0.0,0.0,0.0,0.0,
026,1353,108,470,0,1,460.0,520.0,1363.0,108.0,0.0,0.0,0.0,0.0,
026,1353,108,470,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
027,1707,86,18,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
028,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
028,0,0,0,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
028,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
030,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
030,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
031,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
031,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
032,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
034,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
035,0,46,192,50,3,0.0,0.0,0.0,15.333333333333334,0.0,0.0,0.0,26.558112382722783,
036,0,46,0,0,1,89.0,44.0,11.0,53.0,0.0,0.0,0.0,0.0,
036,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
036,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
037,11,53,89,44,2,42.0,11.0,25.5,59.5,28.284271247461902,15.556349186104045,17.67766952966369,9.192388155425117,
038,13,66,22,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
038,38,53,62,0,2,55.5,17.0,38.0,69.0,9.192388155425117,4.242640687119285,0.0,9.899494936611665,
040,38,62,62,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
040,38,76,49,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
043,0,0,181,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
043,1505,46,398,50,4,88.25,39.5,1663.75,57.25,39.785885269359866,9.0,120.0898968828491,9.17877987534291,
043,0,0,230,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
045,1538,53,51,44,2,27.5,36.0,1559.5,57.5,37.476659402887016,9.899494936611665,40.30508652763321,6.363961030678928,
045,1590,52,140,44,4,92.25,17.0,800.0,34.5,37.64195354477058,3.4641016151377544,923.7604307034012,40.24508251534176,
045,1731,71,64,26,2,32.0,10.0,1740.0,76.0,32.526911934581186,14.142135623730951,0.0,0.0,
045,1796,53,98,44,4,29.0,19.0,1828.25,65.5,18.45715759987617,5.291502622129181,18.945096111307183,7.187952884282608,
046,1600,62,80,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
046,1600,76,129,20,1,8.0,4.0,1712.0,82.0,0.0,0.0,0.0,0.0,
046,0,0,45,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
046,0,0,115,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
063,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
064,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
067,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
067,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
067,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
067,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
067,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
070,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
070,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
