Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,1322,768,205,72,1,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,
001,0,224,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,1077,876,225,73,3,76.66666666666667,54.666666666666664,1168.6666666666667,876.0,54.720501947015556,30.038863715748857,97.43886972524534,0.0,
003,1271,876,25,20,1,75.0,18.0,1221.0,876.0,0.0,0.0,0.0,0.0,
003,1077,876,71,71,1,71.0,71.0,1077.0,876.0,0.0,0.0,0.0,0.0,
003,1158,876,134,73,2,134.0,36.0,1158.0,885.5,0.0,25.45584412271571,0.0,13.435028842544403,
004,1158,876,134,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,1158,895,134,54,1,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,
005,0,224,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
