Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
001,361,68,769,0,1,769.0,0.0,361.0,68.0,0.0,0.0,0.0,0.0,
002,361,68,769,0,6,128.16666666666666,22.0,740.0,68.0,52.19355004851334,0.0,278.05035515172426,0.0,
003,361,68,150,22,2,162.5,307.0,356.0,83.5,112.42997820866105,391.7371567773473,7.0710678118654755,21.920310216782973,
003,511,68,146,22,1,124.0,21.0,511.0,68.0,0.0,0.0,0.0,0.0,
003,657,68,204,22,1,182.0,21.0,657.0,68.0,0.0,0.0,0.0,0.0,
003,861,68,107,22,1,85.0,21.0,861.0,68.0,0.0,0.0,0.0,0.0,
003,968,68,114,22,1,92.0,21.0,968.0,68.0,0.0,0.0,0.0,0.0,
003,1082,68,48,22,1,48.0,21.0,1082.0,68.0,0.0,0.0,0.0,0.0,
004,351,99,242,584,2,242.0,328.0,175.5,49.5,0.0,362.03867196751236,248.19448019647817,70.0035713374682,
004,361,68,83,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,351,99,242,584,4,242.0,135.0,351.0,427.0,0.0,111.44505372604026,0.0,222.8901074520805,
005,0,0,242,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
006,351,121,242,288,8,242.0,36.0,351.0,247.0,0.0,0.0,0.0,88.18163074019441,
006,351,409,242,144,4,242.0,36.0,351.0,463.0,0.0,0.0,0.0,46.475800154489,
006,351,553,242,72,2,242.0,36.0,351.0,571.0,0.0,0.0,0.0,25.45584412271571,
006,351,625,242,36,1,242.0,36.0,351.0,625.0,0.0,0.0,0.0,0.0,
008,657,68,182,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
