Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
001,0,0,45,50,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
001,0,0,202,717,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
001,1205,48,295,52,4,92.25,31.0,989.75,50.5,31.28764399354267,17.358955421722047,665.3757710246643,33.6699668349505,
001,1496,68,45,21,2,18.0,9.5,759.5,37.0,2.8284271247461903,13.435028842544403,1074.0952006223656,52.32590180780452,
002,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,1205,67,138,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,1343,67,68,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,1411,68,85,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,0,0,78,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
010,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
