Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,221,3229,715,200,2,752.5,109.5,115.5,2809.0,81.31727983645297,127.9863273947651,163.3416664540925,593.9696961966999,
001,231,3229,695,200,2,891.5,119.0,179.0,2809.0,638.5174234114525,114.5512985522207,253.144227664784,593.9696961966999,
001,0,2389,810,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,0,2389,1343,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,358,3229,440,200,1,440.0,200.0,358.0,3229.0,0.0,0.0,0.0,0.0,
003,358,3229,440,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,966,3229,715,200,2,536.0,128.5,488.0,2809.0,224.8599564173221,101.1162697096763,690.1362184380704,593.9696961966999,
006,976,3229,695,200,2,707.5,128.5,552.0,2809.0,378.3021279348029,101.1162697096763,780.6458864299485,593.9696961966999,
006,0,2389,377,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
007,0,2389,975,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
007,1104,3229,440,200,1,440.0,200.0,1104.0,3229.0,0.0,0.0,0.0,0.0,
008,1104,3229,440,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
