Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,221,2359,715,200,2,757.5,109.5,115.5,1939.0,88.38834764831844,127.9863273947651,163.3416664540925,593.9696961966999,
001,231,2359,695,200,2,891.5,119.0,179.0,1939.0,638.5174234114525,114.5512985522207,253.144227664784,593.9696961966999,
001,0,1519,820,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,0,1519,1343,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,358,2359,440,200,1,440.0,200.0,358.0,2359.0,0.0,0.0,0.0,0.0,
003,358,2359,440,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,966,2359,715,200,2,536.0,128.5,488.0,1939.0,224.8599564173221,101.1162697096763,690.1362184380704,593.9696961966999,
006,976,2359,695,200,2,670.5,138.0,552.0,1939.0,325.9762261269984,87.68124086713189,780.6458864299485,593.9696961966999,
006,0,1519,377,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
007,0,1519,901,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
007,1104,2359,440,200,1,440.0,200.0,1104.0,2359.0,0.0,0.0,0.0,0.0,
008,1104,2359,440,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
