Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
001,686,5793,300,250,1,300.0,250.0,686.0,5793.0,0.0,0.0,0.0,0.0,
002,686,5793,300,250,1,300.0,250.0,686.0,5793.0,0.0,0.0,0.0,0.0,
003,686,5793,300,250,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,1016,5412,300,401,1,300.0,380.0,1016.0,5412.0,0.0,0.0,0.0,0.0,
005,1016,5838,300,134,1,300.0,20.0,1016.0,5838.0,0.0,0.0,0.0,0.0,
005,1016,5997,300,64,1,300.0,64.0,1016.0,5997.0,0.0,0.0,0.0,0.0,
006,1016,5412,300,380,2,157.5,197.5,508.0,5197.5,201.52543263816605,258.0939751330898,718.4204896855323,303.3488091290289,
007,1016,5412,300,380,3,123.33333333333333,160.0,338.6666666666667,5126.0,152.99782133525085,190.5255888325765,586.5878734966598,247.68326548234944,
007,0,4983,15,15,1,0.0,0.0,0.0,4983.0,0.0,0.0,0.0,0.0,
008,1016,5412,300,380,1,300.0,300.0,1016.0,5412.0,0.0,0.0,0.0,0.0,
008,0,4983,35,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
008,0,4983,35,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,1016,5412,300,300,1,300.0,378.0,1016.0,5412.0,0.0,0.0,0.0,0.0,
010,1016,5412,300,378,4,214.25,109.25,1083.5,5638.0,127.56272966662324,128.9996770021796,135.0,154.25519980430695,
011,1286,5726,30,20,1,18.0,18.0,1298.0,5726.0,0.0,0.0,0.0,0.0,
011,1016,5412,300,300,2,150.0,150.0,508.0,5197.5,212.13203435596427,212.13203435596427,718.4204896855323,303.3488091290289,
011,1016,5668,227,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
011,1016,5746,300,44,1,0.0,0.0,0.0,4983.0,0.0,0.0,0.0,0.0,
012,1298,5726,18,18,2,34.5,12.5,1309.5,5728.5,27.577164466275352,3.5355339059327378,10.606601717798213,0.7071067811865476,
013,1302,5728,15,15,1,11.0,13.0,1304.0,5728.0,0.0,0.0,0.0,0.0,
013,1317,5729,54,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,1016,5412,300,300,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
