Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
001,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
006,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
007,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
008,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
010,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
011,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
012,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,311,133,520,546,8,227.5,102.5,300.25,243.875,93.98936110007345,106.10910826664626,219.14297355184092,200.74819871100783,
014,831,133,260,546,1,260.0,546.0,831.0,133.0,0.0,0.0,0.0,0.0,
015,0,0,308,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,311,149,252,122,2,252.0,61.0,311.0,179.5,0.0,1.4142135623730951,0.0,43.1335136523794,
015,311,302,252,33,1,252.0,34.0,311.0,302.0,0.0,0.0,0.0,0.0,
015,311,356,252,94,2,252.0,47.0,311.0,372.5,0.0,18.384776310850235,0.0,23.33452377915607,
015,311,481,252,153,2,252.0,77.0,311.0,498.0,0.0,60.81118318204309,0.0,24.041630560342615,
015,579,149,252,333,2,252.0,167.0,579.0,165.5,0.0,188.09040379562165,0.0,23.33452377915607,
015,579,514,252,34,1,252.0,34.0,579.0,514.0,0.0,0.0,0.0,0.0,
016,311,149,252,62,1,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,311,210,252,60,1,245.0,60.0,311.0,210.0,0.0,0.0,0.0,0.0,
017,0,0,9,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
018,311,210,245,60,5,203.6,28.0,124.4,90.0,114.23134420989713,17.88854381999832,170.34171538410666,123.69316876852982,
019,0,0,267,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
019,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
019,311,210,245,30,1,245.0,30.0,311.0,210.0,0.0,0.0,0.0,0.0,
019,311,240,245,30,1,245.0,30.0,311.0,240.0,0.0,0.0,0.0,0.0,
019,0,0,261,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
020,311,210,245,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
