Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,241,2054,260,31,1,260.0,26.0,241.0,2056.0,0.0,0.0,0.0,0.0,
000,501,2054,75,35,1,60.0,18.0,516.0,2062.0,0.0,0.0,0.0,0.0,
001,241,2056,260,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,516,2062,60,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,38,2089,156,200,1,156.0,200.0,38.0,2089.0,0.0,0.0,0.0,0.0,
006,38,2089,156,200,1,156.0,200.0,38.0,2089.0,0.0,0.0,0.0,0.0,
007,38,2089,156,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,204,2089,148,200,1,148.0,200.0,204.0,2089.0,0.0,0.0,0.0,0.0,
010,204,2089,148,200,1,148.0,200.0,204.0,2089.0,0.0,0.0,0.0,0.0,
011,204,2089,148,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,362,2089,149,200,1,149.0,200.0,362.0,2089.0,0.0,0.0,0.0,0.0,
014,362,2089,149,200,1,149.0,200.0,362.0,2089.0,0.0,0.0,0.0,0.0,
015,362,2089,149,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
017,768,2115,270,148,1,270.0,148.0,768.0,2115.0,0.0,0.0,0.0,0.0,
018,768,2115,270,148,1,270.0,148.0,768.0,2115.0,0.0,0.0,0.0,0.0,
019,768,2115,270,148,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,1048,2089,145,200,1,112.0,200.0,1065.0,2089.0,0.0,0.0,0.0,0.0,
022,1065,2089,112,200,1,112.0,200.0,1065.0,2089.0,0.0,0.0,0.0,0.0,
023,1065,2089,112,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
025,1203,2089,215,200,1,215.0,200.0,1203.0,2089.0,0.0,0.0,0.0,0.0,
026,1203,2089,215,200,1,215.0,200.0,1203.0,2089.0,0.0,0.0,0.0,0.0,
027,1203,2089,215,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
029,1431,2089,230,200,1,230.0,200.0,1431.0,2089.0,0.0,0.0,0.0,0.0,
029,1456,2251,180,31,1,178.0,29.0,1457.0,2252.0,0.0,0.0,0.0,0.0,
030,1431,2089,230,200,1,230.0,200.0,1431.0,2089.0,0.0,0.0,0.0,0.0,
031,1431,2089,230,200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
033,0,1239,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
