Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
001,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
006,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
007,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
008,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
010,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
011,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
012,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,311,133,520,546,4,201.0,259.0,222.5,74.5,135.8970198348735,270.4329861536865,279.247202313649,86.02519010925424,
015,831,133,260,546,1,260.0,546.0,831.0,133.0,0.0,0.0,0.0,0.0,
016,0,0,300,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,311,149,252,490,2,252.0,245.0,311.0,165.5,0.0,298.3990616607231,0.0,23.33452377915607,
016,579,149,252,495,2,252.0,247.5,579.0,165.5,0.0,301.9345955666558,0.0,23.33452377915607,
017,311,149,252,34,1,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
017,311,182,252,456,1,245.0,456.0,311.0,182.0,0.0,0.0,0.0,0.0,
018,0,0,9,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
019,311,182,245,456,8,182.625,67.0,194.375,233.875,94.42145261690118,37.15604161602025,160.9577917166041,222.3731982180278,
020,0,0,93,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
020,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
020,311,182,245,112,2,245.0,56.0,311.0,197.0,0.0,36.76955262170047,0.0,21.213203435596427,
020,311,294,245,84,2,245.0,42.0,311.0,309.0,0.0,16.97056274847714,0.0,21.213203435596427,
020,311,378,245,84,2,245.0,42.0,311.0,393.0,0.0,16.97056274847714,0.0,21.213203435596427,
020,311,463,245,92,2,245.0,45.5,311.0,481.5,0.0,12.020815280171307,0.0,26.16295090390226,
020,311,554,245,84,2,245.0,42.0,311.0,569.0,0.0,16.97056274847714,0.0,21.213203435596427,
020,0,0,143,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,311,182,245,30,1,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
