Widget number,Position X,Position Y,Width,Height,Table tag,List tag,Textbox tag,Widget class,Number of Elements,Number of Child Nodes,numberOfWordsTextNodes,numberOfTextNodes,links80percent,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
015,0,37,0,0,0,0,0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,0,37,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
015,0,37,0,0,0,0,0,0,1,1,1,1,0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
015,0,37,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,0,37,0,0,0,0,0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,0,37,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
015,0,37,0,0,0,0,0,0,1,1,1,1,0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
015,0,37,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,0,37,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
015,0,37,0,0,0,0,0,0,1,1,1,1,0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
015,0,37,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,520,37,60,40,0,1,0,1,291,2,1002,222,0,359.5,170.0,510.0,56.0,423.556961930742,183.84776310850236,14.142135623730951,26.870057685088806,
015,500,75,218,227,0,0,0,0,19,6,93,6,0,218.0,31.0,500.0,173.5,0.0,0.0,0.0,57.99568949499609,
015,500,96,218,31,0,0,0,0,2,2,86,1,0,41.0,15.0,534.5,104.5,53.74011537017761,9.899494936611665,7.7781745930520225,6.363961030678928,
015,319,306,1265,664,0,1,0,0,148,6,471,39,0,210.83333333333334,335.5,810.1666666666666,261.1666666666667,236.12913133848323,354.45944761001925,533.6003810593342,109.81879013477915,
016,520,37,60,40,0,0,0,1,5,1,1,1,0,60.0,40.0,520.0,37.0,0.0,0.0,0.0,0.0,
016,520,37,60,40,0,0,0,1,4,2,1,1,0,17.5,25.5,530.0,37.0,3.5355339059327378,2.1213203435596424,14.142135623730951,0.0,
016,520,37,20,27,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,540,37,15,24,0,0,0,0,2,1,0,0,0,15.0,10.0,543.0,50.0,0.0,0.0,0.0,0.0,
016,500,75,659,300,0,1,0,1,282,3,1001,221,0,219.66666666666666,600.6666666666666,719.0,75.0,1.5275252316519468,585.9627405674643,219.50170842159747,0.0,
016,500,96,218,31,0,0,0,0,3,1,86,1,0,218.0,31.0,500.0,96.0,0.0,0.0,0.0,0.0,
016,540,100,79,22,0,0,0,0,0,0,86,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,500,158,218,31,0,0,0,0,2,1,1,1,0,218.0,31.0,500.0,158.0,0.0,0.0,0.0,0.0,
016,500,158,218,31,0,0,0,0,1,1,1,1,0,41.0,22.0,524.0,162.0,0.0,0.0,0.0,0.0,
016,718,75,221,299,0,0,0,1,136,6,86,47,0,36.666666666666664,1186.3333333333333,902.3333333333334,152.0,89.81462390204987,85.11090803573104,89.81462390204985,78.40153059730403,
016,719,134,220,220,0,0,0,0,30,10,21,10,0,220.0,22.0,719.0,233.0,0.0,0.0,0.0,66.6083077901448,
016,719,222,220,22,0,0,0,0,2,1,3,1,0,220.0,22.0,719.0,222.0,0.0,0.0,0.0,0.0,
016,719,222,220,22,0,0,0,0,1,1,3,1,0,109.0,19.0,739.0,223.0,0.0,0.0,0.0,0.0,
016,739,223,109,19,0,0,0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,939,273,0,1058,0,0,0,1,4,2,2,2,0,10.0,29.5,939.0,291.5,14.142135623730951,10.606601717798213,0.0,26.16295090390226,
016,0,37,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,0,37,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,0,37,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,0,37,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,0,37,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,0,37,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
017,529,109,3,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
018,500,127,218,31,0,0,0,0,2,1,1,1,0,218.0,31.0,500.0,127.0,0.0,0.0,0.0,0.0,
018,500,127,218,31,0,0,0,0,1,1,1,1,0,120.0,22.0,524.0,131.0,0.0,0.0,0.0,0.0,
018,524,131,120,22,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
018,719,97,220,1102,0,0,0,1,10,4,5,4,0,220.0,25.75,719.0,141.25,0.0,7.5,0.0,34.53862572058516,
019,524,162,41,22,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
020,500,189,218,31,0,0,0,0,2,1,2,1,0,218.0,31.0,500.0,189.0,0.0,0.0,0.0,0.0,
020,500,189,218,31,0,0,0,0,1,1,2,1,0,32.0,22.0,524.0,193.0,0.0,0.0,0.0,0.0,
021,524,193,32,22,0,0,0,0,0,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,500,220,218,31,0,0,0,0,2,1,1,1,0,218.0,31.0,500.0,220.0,0.0,0.0,0.0,0.0,
021,500,220,218,31,0,0,0,0,1,1,1,1,0,46.0,22.0,524.0,224.0,0.0,0.0,0.0,0.0,
021,719,97,220,1234,0,0,0,1,28,10,24,10,0,220.0,23.5,719.0,209.5,0.0,4.743416490252569,0.0,69.20380529036439,
022,524,224,46,22,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
022,500,251,218,31,0,0,0,0,2,1,2,1,0,218.0,31.0,500.0,251.0,0.0,0.0,0.0,0.0,
022,500,251,218,31,0,0,0,0,1,1,2,1,0,91.0,22.0,524.0,255.0,0.0,0.0,0.0,0.0,
