Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
002,942,691,15,15,1,8.0,8.0,945.0,695.0,0.0,0.0,0.0,0.0,
002,863,680,173,61,2,173.0,7.5,863.0,703.0,0.0,10.606601717798213,0.0,32.526911934581186,
003,863,680,173,0,3,173.0,6.666666666666667,575.3333333333334,599.6666666666666,0.0,11.547005383792515,498.2532823106471,139.14141487469982,
003,863,726,173,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,0,439,173,20,2,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,
004,863,680,173,0,3,20.666666666666668,24.333333333333332,898.0,690.0,10.96965511460289,12.220201853215572,29.444863728670914,17.320508075688775,
004,863,680,173,0,3,20.666666666666668,24.333333333333332,980.3333333333334,690.0,10.96965511460289,12.220201853215572,18.475208614068027,17.320508075688775,
005,881,680,27,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,881,710,27,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,932,680,8,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,991,680,27,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,991,710,27,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,959,680,8,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,863,792,173,181,4,136.0,47.25,900.0,877.25,74.0,37.05289012569285,74.0,57.61003963430911,
015,1011,899,25,20,1,75.0,18.0,961.0,899.0,0.0,0.0,0.0,0.0,
015,863,792,173,97,1,173.0,97.0,863.0,792.0,0.0,0.0,0.0,0.0,
015,863,899,173,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,863,919,173,54,1,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,
016,961,899,75,18,2,32.5,11.5,973.5,902.5,30.405591591021544,2.1213203435596424,10.606601717798213,0.7071067811865476,
017,966,902,11,13,1,9.0,12.0,967.0,902.0,0.0,0.0,0.0,0.0,
017,981,903,54,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
