Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
002,1025,3659,72,40,2,53.5,26.5,520.5,3146.5,19.091883092036785,19.091883092036785,736.098159215196,724.7844507162113,
003,1041,3659,40,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,0,2634,67,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,1110,3659,72,40,2,37.0,26.5,563.0,3146.5,4.242640687119285,19.091883092036785,796.2022356160525,724.7844507162113,
006,1126,3659,40,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
006,0,2634,34,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
008,1195,3659,72,40,2,45.5,26.5,605.5,3146.5,7.7781745930520225,19.091883092036785,856.306312016909,724.7844507162113,
009,1211,3659,40,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,0,2634,51,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
011,1280,3659,72,40,2,33.5,26.5,648.0,3146.5,9.192388155425117,19.091883092036785,916.4103884177656,724.7844507162113,
012,1296,3659,40,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
012,0,2634,27,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,1365,3659,72,40,2,35.0,26.5,690.5,3146.5,7.0710678118654755,19.091883092036785,976.5144648186222,724.7844507162113,
015,1381,3659,40,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,0,2634,30,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
