Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
002,560,158,218,31,1,73.0,22.0,584.0,162.0,0.0,0.0,0.0,0.0,
003,584,162,73,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,779,97,220,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,779,134,220,22,1,220.0,22.0,779.0,134.0,0.0,0.0,0.0,0.0,
004,779,156,220,22,1,220.0,22.0,779.0,156.0,0.0,0.0,0.0,0.0,
004,779,178,220,22,1,220.0,22.0,779.0,178.0,0.0,0.0,0.0,0.0,
004,779,200,220,22,1,220.0,22.0,779.0,200.0,0.0,0.0,0.0,0.0,
004,779,222,220,22,1,220.0,22.0,779.0,222.0,0.0,0.0,0.0,0.0,
004,779,244,220,22,1,220.0,22.0,779.0,244.0,0.0,0.0,0.0,0.0,
004,779,266,220,22,1,220.0,22.0,779.0,266.0,0.0,0.0,0.0,0.0,
004,779,288,220,22,1,220.0,22.0,779.0,288.0,0.0,0.0,0.0,0.0,
004,779,310,220,22,1,220.0,22.0,779.0,310.0,0.0,0.0,0.0,0.0,
004,779,332,220,22,1,220.0,22.0,779.0,332.0,0.0,0.0,0.0,0.0,
004,779,354,220,22,1,220.0,22.0,779.0,354.0,0.0,0.0,0.0,0.0,
004,779,376,220,22,1,220.0,22.0,779.0,376.0,0.0,0.0,0.0,0.0,
004,779,398,220,22,1,220.0,22.0,779.0,398.0,0.0,0.0,0.0,0.0,
004,779,420,220,22,1,220.0,22.0,779.0,420.0,0.0,0.0,0.0,0.0,
004,779,442,220,22,1,220.0,22.0,779.0,442.0,0.0,0.0,0.0,0.0,
004,779,464,220,22,1,220.0,22.0,779.0,464.0,0.0,0.0,0.0,0.0,
004,779,486,220,22,1,220.0,22.0,779.0,486.0,0.0,0.0,0.0,0.0,
004,779,508,220,22,1,220.0,22.0,779.0,508.0,0.0,0.0,0.0,0.0,
004,779,530,220,22,1,220.0,22.0,779.0,530.0,0.0,0.0,0.0,0.0,
