Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,928,419,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
001,946,417,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,968,419,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,1523,3133,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,1539,3133,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
007,351,3544,1200,60,3,400.0,257.3333333333333,751.0,3574.0,0.0,14.189197769195175,400.0,0.0,
008,351,3574,400,270,4,282.0,46.25,410.0,3708.25,56.0,17.519037264263886,28.0,83.31616489813567,
008,751,3574,400,242,4,281.5,39.25,810.25,3694.25,57.0,17.914147109663542,28.5,69.44722216666888,
008,1151,3574,400,260,4,265.0,43.75,1218.5,3698.75,90.0,24.060687161148714,45.0,76.71321050944658,
009,396,3609,310,55,1,66.0,46.0,518.0,3609.0,0.0,0.0,0.0,0.0,
009,396,3680,310,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,396,3740,310,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,452,3804,198,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
010,518,3609,66,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,796,3609,310,55,1,56.0,49.0,923.0,3609.0,0.0,0.0,0.0,0.0,
015,796,3680,310,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,796,3712,310,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,853,3776,196,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,923,3609,56,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,1196,3609,310,55,1,51.0,55.0,1325.0,3609.0,0.0,0.0,0.0,0.0,
021,1196,3680,310,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,1196,3712,310,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,1286,3794,130,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
022,1325,3609,51,55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
027,872,3877,158,32,1,11.0,16.0,998.0,3887.0,0.0,0.0,0.0,0.0,
027,0,3908,1903,0,1,1220.0,282.0,341.0,3908.0,0.0,0.0,0.0,0.0,
028,998,3887,11,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
