Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
003,201,99,1500,300,1,1500.0,300.0,201.0,99.0,0.0,0.0,0.0,0.0,
004,201,99,1500,300,1,7500.0,300.0,-2798.0,99.0,0.0,0.0,0.0,0.0,
005,-2798,99,7500,300,1,1500.0,300.0,201.0,99.0,0.0,0.0,0.0,0.0,
006,201,99,1500,300,2,1500.0,150.0,201.0,249.0,0.0,212.13203435596427,0.0,212.13203435596427,
007,201,99,1500,300,1,1500.0,300.0,201.0,99.0,0.0,0.0,0.0,0.0,
007,201,399,1500,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
008,201,99,1500,300,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
010,1621,99,80,300,1,34.0,52.0,1644.0,223.0,0.0,0.0,0.0,0.0,
011,-8354,223,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,211,399,1480,460,7,569.7142857142857,251.0,437.7142857142857,607.5714285714286,505.30575373916406,210.87041834580148,530.7804675776085,235.18989288293346,
013,0,859,277,48,1,0.0,0.0,0.0,859.0,0.0,0.0,0.0,0.0,
013,0,859,1490,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,859,777,57,1,0.0,0.0,0.0,859.0,0.0,0.0,0.0,0.0,
013,0,859,3659,912,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,859,1490,190,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,859,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,859,1490,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,859,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,859,1490,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,859,0,0,1,0.0,0.0,0.0,859.0,0.0,0.0,0.0,0.0,
013,0,859,686,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,859,1490,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,0,859,1490,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,211,859,1480,2895,1,1460.0,2895.0,221.0,859.0,0.0,0.0,0.0,0.0,
014,0,859,1490,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,211,419,370,420,2,583.0,219.5,110.5,639.0,329.51176003293114,283.5498192558056,156.27059864222701,311.1269837220809,
014,581,419,370,420,2,586.0,219.5,295.5,639.0,333.75440072005046,283.5498192558056,417.9001076812496,311.1269837220809,
014,951,419,370,420,2,545.0,229.0,480.5,639.0,275.77164466275354,270.1147904132612,679.5296167202722,311.1269837220809,
014,1321,419,370,420,1,350.0,420.0,1331.0,419.0,0.0,0.0,0.0,0.0,
014,0,859,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,0,859,1018,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,221,419,350,420,3,350.0,129.0,221.0,571.6666666666666,0.0,183.64095403803586,0.0,198.60597506956665,
015,0,859,816,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
