Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
001,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,556,133,520,546,7,200.85714285714286,117.85714285714286,512.0,251.85714285714286,96.98011578227188,141.82903860097264,369.7278278229361,235.68158503330193,
002,1076,133,260,546,1,260.0,546.0,1076.0,133.0,0.0,0.0,0.0,0.0,
003,0,0,146,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,556,149,252,401,2,252.0,200.5,556.0,165.5,0.0,235.46655813512032,0.0,23.33452377915607,
003,556,581,252,33,1,252.0,34.0,556.0,581.0,0.0,0.0,0.0,0.0,
003,824,149,252,213,2,252.0,107.0,824.0,165.5,0.0,103.23759005323593,0.0,23.33452377915607,
003,824,394,252,64,2,252.0,32.0,824.0,411.0,0.0,2.8284271247461903,0.0,24.041630560342615,
003,824,490,252,63,2,252.0,32.0,824.0,506.5,0.0,2.8284271247461903,0.0,23.33452377915607,
004,556,149,252,34,1,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,556,182,252,367,1,245.0,367.0,556.0,182.0,0.0,0.0,0.0,0.0,
005,0,0,9,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
006,556,182,245,367,15,217.8,29.8,444.8,282.73333333333335,66.98848515123431,9.81398419166679,230.20587059660937,175.4225375106251,
007,0,0,146,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
007,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
007,556,182,245,37,1,245.0,37.0,556.0,182.0,0.0,0.0,0.0,0.0,
007,556,219,245,30,1,245.0,30.0,556.0,219.0,0.0,0.0,0.0,0.0,
007,556,249,245,30,1,245.0,30.0,556.0,249.0,0.0,0.0,0.0,0.0,
