Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,987,6945,79,86,2,79.0,31.5,987.0,6998.0,0.0,21.920310216782973,0.0,35.35533905932738,
001,987,6973,79,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
001,987,7023,79,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,1066,6945,79,86,2,79.0,31.5,1066.0,6998.0,0.0,21.920310216782973,0.0,35.35533905932738,
005,1066,6973,79,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,1066,7023,79,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
008,1145,6945,79,86,2,79.0,31.5,1145.0,6998.0,0.0,21.920310216782973,0.0,35.35533905932738,
009,1145,6973,79,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,1145,7023,79,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
012,1224,6945,79,86,2,79.0,31.5,1224.0,6998.0,0.0,21.920310216782973,0.0,35.35533905932738,
013,1224,6973,79,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
013,1224,7023,79,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,1303,6945,79,86,2,79.0,31.5,1303.0,6998.0,0.0,21.920310216782973,0.0,35.35533905932738,
017,1303,6973,79,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
017,1303,7023,79,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
020,1382,6945,79,86,2,79.0,31.5,1382.0,6998.0,0.0,21.920310216782973,0.0,35.35533905932738,
021,1382,6973,79,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,1382,7023,79,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
024,1461,6945,79,86,2,79.0,31.5,1461.0,6998.0,0.0,21.920310216782973,0.0,35.35533905932738,
025,1461,6973,79,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
025,1461,7023,79,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
028,0,7169,1903,520,2,1546.5,50.0,178.0,7234.0,504.16713498600836,70.71067811865476,251.7300141024109,91.92388155425118,
029,0,7169,1903,100,1,1190.0,96.0,356.0,7172.0,0.0,0.0,0.0,0.0,
029,356,7299,1190,0,5,458.0,312.0,722.0,7299.0,409.2004398824615,174.41330224498358,397.6713467173616,0.0,
030,356,7172,1190,96,4,441.75,50.0,534.5,7227.5,521.7460269773663,33.1762967593833,617.5723979151486,77.38001464633273,
031,356,7194,52,50,1,52.0,50.0,356.0,7194.0,0.0,0.0,0.0,0.0,
031,356,7172,1190,96,1,218.0,48.0,842.0,7200.0,0.0,0.0,0.0,0.0,
031,1426,7202,120,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
031,0,7342,405,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
032,356,7194,52,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
034,842,7200,218,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
037,356,7299,1190,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
037,356,7299,275,390,1,275.0,390.0,356.0,7299.0,0.0,0.0,0.0,0.0,
037,661,7299,275,390,1,275.0,390.0,661.0,7299.0,0.0,0.0,0.0,0.0,
037,966,7299,275,390,1,275.0,390.0,966.0,7299.0,0.0,0.0,0.0,0.0,
037,1271,7299,275,390,1,275.0,390.0,1271.0,7299.0,0.0,0.0,0.0,0.0,
038,356,7299,275,390,1,275.0,390.0,356.0,7299.0,0.0,0.0,0.0,0.0,
039,356,7299,275,390,1,275.0,390.0,356.0,7299.0,0.0,0.0,0.0,0.0,
