Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,0,4983,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,356,5948,300,86,1,300.0,86.0,356.0,5948.0,0.0,0.0,0.0,0.0,
002,356,6034,293,29,1,293.0,24.0,356.0,6039.0,0.0,0.0,0.0,0.0,
003,356,5948,300,86,5,121.4,37.4,356.8,5758.8,124.9191738685459,34.26076473168688,227.88856926138266,433.7634147781484,
004,626,5948,30,20,1,75.0,18.0,581.0,5948.0,0.0,0.0,0.0,0.0,
004,356,5948,80,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,0,4983,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,356,5948,300,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,446,5967,197,67,1,0.0,0.0,0.0,4983.0,0.0,0.0,0.0,0.0,
005,581,5948,75,18,2,32.5,11.5,593.5,5951.5,30.405591591021544,2.1213203435596424,10.606601717798213,0.7071067811865476,
006,586,5951,11,13,1,9.0,12.0,587.0,5951.0,0.0,0.0,0.0,0.0,
006,601,5952,54,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
008,0,4983,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
