Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
001,356,4522,300,86,1,300.0,86.0,356.0,4522.0,0.0,0.0,0.0,0.0,
001,356,4608,293,29,1,293.0,24.0,356.0,4613.0,0.0,0.0,0.0,0.0,
002,356,4522,300,86,5,123.8,37.4,356.8,4335.2,126.83532630935278,34.26076473168688,227.88856926138266,428.3978291261523,
003,626,4522,30,20,1,75.0,18.0,581.0,4522.0,0.0,0.0,0.0,0.0,
003,356,4522,80,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,0,3569,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,356,4522,300,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
003,446,4541,209,67,1,0.0,0.0,0.0,3569.0,0.0,0.0,0.0,0.0,
004,581,4522,75,18,2,32.5,11.5,593.5,4525.5,30.405591591021544,2.1213203435596424,10.606601717798213,0.7071067811865476,
005,586,4525,11,13,1,9.0,12.0,587.0,4525.0,0.0,0.0,0.0,0.0,
005,601,4526,54,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
007,0,3569,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
