Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,928,419,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
001,948,419,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,968,419,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,1378,3154,170,340,2,169.5,169.5,1378.0,3239.0,0.7071067811865476,0.7071067811865476,0.0,120.20815280171308,
005,1378,3154,170,170,2,95.0,32.5,1415.5,3229.5,72.12489168102785,16.263455967290593,36.062445840513924,41.71930009000631,
005,1378,3324,169,169,2,95.0,32.5,1415.5,3399.5,72.12489168102785,16.263455967290593,36.062445840513924,41.71930009000631,
006,1441,3200,44,44,1,48.0,48.0,1441.0,3200.0,0.0,0.0,0.0,0.0,
006,1390,3259,146,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
008,1441,3370,44,44,1,48.0,48.0,1441.0,3370.0,0.0,0.0,0.0,0.0,
008,1390,3429,146,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
