Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,311,133,520,546,4,211.75,142.75,77.75,37.25,148.17641512737444,217.5536332340449,155.5,74.5,
001,0,0,249,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
001,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
001,311,149,252,467,2,252.0,233.5,311.0,165.5,0.0,282.13560569343247,0.0,23.33452377915607,
001,0,0,346,53,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,311,149,252,34,1,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,311,182,252,433,1,245.0,433.0,311.0,182.0,0.0,0.0,0.0,0.0,
003,0,0,9,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
004,311,182,245,433,12,225.41666666666666,42.75,233.25,322.1666666666667,71.019150212951,33.890532333059944,140.65504224552672,225.935563353534,
005,0,0,248,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,311,182,245,112,2,245.0,56.0,311.0,197.0,0.0,36.76955262170047,0.0,21.213203435596427,
005,311,294,245,30,1,245.0,30.0,311.0,294.0,0.0,0.0,0.0,0.0,
005,311,324,245,111,2,245.0,56.0,311.0,339.0,0.0,36.76955262170047,0.0,21.213203435596427,
005,311,436,245,30,1,245.0,30.0,311.0,436.0,0.0,0.0,0.0,0.0,
005,311,466,245,30,1,245.0,30.0,311.0,466.0,0.0,0.0,0.0,0.0,
005,311,496,245,30,1,245.0,30.0,311.0,496.0,0.0,0.0,0.0,0.0,
005,311,526,245,30,1,245.0,30.0,311.0,526.0,0.0,0.0,0.0,0.0,
005,311,556,245,30,1,245.0,30.0,311.0,556.0,0.0,0.0,0.0,0.0,
005,311,586,245,30,1,245.0,30.0,311.0,586.0,0.0,0.0,0.0,0.0,
005,0,0,252,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
006,311,182,245,30,1,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
006,311,212,245,82,1,245.0,82.0,311.0,212.0,0.0,0.0,0.0,0.0,
007,0,0,9,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
008,311,212,245,82,6,166.33333333333334,25.333333333333332,155.5,119.83333333333333,99.2001344085111,16.070677231114644,170.34171538410666,132.41815082029603,
009,0,0,115,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,311,212,245,27,1,245.0,27.0,311.0,212.0,0.0,0.0,0.0,0.0,
009,311,240,245,27,1,245.0,27.0,311.0,240.0,0.0,0.0,0.0,0.0,
009,311,267,245,28,1,245.0,27.0,311.0,267.0,0.0,0.0,0.0,0.0,
009,0,0,148,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
010,311,212,245,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
012,311,240,245,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
014,311,267,245,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
016,311,294,245,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
018,311,324,245,30,1,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
018,311,354,245,82,1,245.0,82.0,311.0,354.0,0.0,0.0,0.0,0.0,
019,0,0,9,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
020,311,354,245,82,6,190.83333333333334,25.333333333333332,155.5,190.5,95.5393461703955,16.451950239004088,170.34171538410666,209.37979845247727,
021,0,0,202,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,311,354,245,27,1,245.0,27.0,311.0,354.0,0.0,0.0,0.0,0.0,
021,311,381,245,27,1,245.0,27.0,311.0,381.0,0.0,0.0,0.0,0.0,
021,311,408,245,28,1,245.0,27.0,311.0,408.0,0.0,0.0,0.0,0.0,
021,0,0,208,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
022,311,354,245,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
024,311,381,245,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
026,311,408,245,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
028,311,436,245,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
030,311,466,245,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
032,311,496,245,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
034,311,526,245,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
036,311,556,245,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
038,311,586,245,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
040,311,538,245,32,1,9.0,9.0,532.0,549.0,0.0,0.0,0.0,0.0,
040,556,133,780,546,2,390.0,546.0,816.0,133.0,183.84776310850236,0.0,367.6955262170047,0.0,
041,532,549,9,9,2,2.5,4.5,267.5,274.5,3.5355339059327378,6.363961030678928,378.3021279348029,388.2016228714146,
