Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
000,928,418,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
001,946,417,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,968,419,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
009,0,1088,0,0,1,0.0,0.0,0.0,1088.0,0.0,0.0,0.0,0.0,
018,0,1088,0,0,1,0.0,0.0,0.0,1088.0,0.0,0.0,0.0,0.0,
028,0,1088,0,0,1,0.0,0.0,0.0,1088.0,0.0,0.0,0.0,0.0,
037,0,1088,0,0,1,0.0,0.0,0.0,1088.0,0.0,0.0,0.0,0.0,
040,361,985,1180,310,2,625.5,135.0,180.5,1051.5,784.1814203358812,162.63455967290594,255.26554800834364,51.61879502661797,
041,361,1015,1180,250,1,1180.0,250.0,361.0,1015.0,0.0,0.0,0.0,0.0,
041,0,1088,71,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
042,361,1015,1180,250,1,1180.0,250.0,361.0,1015.0,0.0,0.0,0.0,0.0,
043,361,1015,1180,250,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
045,351,1295,1200,378,2,652.5,148.0,351.0,1351.5,758.7255762131655,165.46298679765212,0.0,37.476659402887016,
046,351,1325,116,31,1,108.0,31.0,359.0,1325.0,0.0,0.0,0.0,0.0,
046,351,1378,1189,265,2,582.0,250.0,659.5,1378.0,0.0,0.0,422.14274836836887,0.0,
047,359,1325,108,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
049,361,1378,582,250,2,275.0,250.0,522.0,1378.0,21.213203435596427,0.0,227.6883835420683,0.0,
049,958,1378,582,250,2,275.0,250.0,1119.0,1378.0,21.213203435596427,0.0,227.6883835420683,0.0,
