Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
001,1569,86,18,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,1550,108,210,29,1,210.0,22.0,1550.0,108.0,0.0,0.0,0.0,0.0,
002,1574,143,186,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
002,1550,153,210,29,1,210.0,22.0,1550.0,153.0,0.0,0.0,0.0,0.0,
002,1550,182,210,29,1,210.0,22.0,1550.0,182.0,0.0,0.0,0.0,0.0,
002,1550,211,210,29,1,210.0,22.0,1550.0,211.0,0.0,0.0,0.0,0.0,
002,1550,240,210,29,1,210.0,22.0,1550.0,240.0,0.0,0.0,0.0,0.0,
002,1550,279,210,23,1,210.0,16.0,1550.0,279.0,0.0,0.0,0.0,0.0,
005,1531,53,54,43,2,36.5,17.0,1527.5,69.0,9.192388155425117,4.242640687119285,4.949747468305833,9.899494936611665,
005,1588,62,1,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
006,1531,62,43,14,2,15.5,14.0,1554.0,69.5,2.1213203435596424,0.0,1.4142135623730951,10.606601717798213,
006,1524,76,30,20,1,8.0,4.0,1574.0,82.0,0.0,0.0,0.0,0.0,
007,1555,77,14,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
007,1553,62,17,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
011,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
