Widget number,Position X,Position Y,Width,Height,Number of Child Nodes,AverageWidth,AverageHeight,Average posX,Average posY,DeviationWidth, DeviationHeight, DeviationX, DeviationY
002,0,37,0,0,1,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
003,0,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
005,0,37,0,0,1,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
006,0,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
008,0,37,0,0,1,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
009,0,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
012,0,37,0,0,1,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
013,0,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
015,0,37,0,0,1,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
016,0,37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
018,520,37,60,40,1,60.0,40.0,520.0,37.0,0.0,0.0,0.0,0.0,
018,500,75,659,300,2,659.0,150.0,500.0,225.0,0.0,212.13203435596427,0.0,212.13203435596427,
019,500,96,218,31,1,218.0,31.0,500.0,96.0,0.0,0.0,0.0,0.0,
019,500,127,218,31,1,218.0,31.0,500.0,127.0,0.0,0.0,0.0,0.0,
019,500,158,218,31,1,218.0,31.0,500.0,158.0,0.0,0.0,0.0,0.0,
019,500,189,218,31,1,218.0,31.0,500.0,189.0,0.0,0.0,0.0,0.0,
019,500,220,218,31,1,218.0,31.0,500.0,220.0,0.0,0.0,0.0,0.0,
019,500,251,218,31,1,218.0,31.0,500.0,251.0,0.0,0.0,0.0,0.0,
020,529,109,3,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
020,540,100,79,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,319,306,633,652,2,609.0,314.0,331.0,444.5,0.0,86.2670273047588,0.0,195.86857838867365,
021,951,306,52,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,1004,306,264,661,6,120.0,96.83333333333333,508.0,319.1666666666667,131.45341380123986,122.27250985674037,556.4861184252487,358.7168335423732,
021,1267,306,52,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
021,0,37,0,0,1,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,
021,1320,306,264,664,6,120.0,97.33333333333333,666.0,298.8333333333333,131.45341380123986,123.57615735515759,729.5664465968813,321.42210046396417,
